Content ID,Content Type,Genre,Release Date,Time of Day,Day of the Week,Duration (mins),Viewership,Average Watch Time (mins),Peak Viewership Time,Peak Viewership Day,Viewer Age,Viewer Gender,Viewer Location,Likes,Shares,Comments,User Ratings,Seasonality,Content Popularity,Competitor Content,Promotion Data,Subscription Data
147,Documentary,Romance,8/14/2024,01:13 AM,Wednesday,78,35441,54,01:26 PM,Saturday,25-34,Male,Canada,2028,554,79,3.6,Winter,Medium,Similar History G,TV Ads,985
148,Series,Nature,07-01-2024,08:41 AM,Thursday,213,6423,36,10:03 AM,Sunday,25-34,Female,France,766,547,911,1.7,Winter,Medium,Similar Action D,30% off,16292
149,Documentary,History,08-11-2024,12:59 AM,Friday,57,3413,55,02:04 AM,Tuesday,35-44,Female,India,2519,597,378,1,Fall,High,Similar History G,Online Ads,13258
150,Series,Fantasy,07-10-2024,11:06 PM,Thursday,1158,23781,78,07:06 AM,Friday,18-24,Female,Italy,1804,710,213,1.4,Summer,Low,Similar History G,Online Ads,3989
151,Documentary,Romance,8/16/2024,03:05 AM,Saturday,110,16221,64,05:03 PM,Saturday,35-44,Female,Australia,2342,1648,464,3.3,Summer,Medium,Similar Series B,30% off,17809
152,Series,Thriller,9/13/2024,04:32 PM,Monday,429,14667,34,06:37 PM,Sunday,18-24,Male,USA,2741,1087,467,3.5,Spring,Medium,Similar Series B,TV Ads,13347
153,Documentary,Nature,7/18/2024,01:57 AM,Sunday,67,96416,55,09:26 AM,Friday,35-44,Female,USA,2517,552,1173,3.6,Spring,High,Similar Series B,30% off,11931
154,Series,Thriller,08-01-2024,12:19 PM,Sunday,696,64457,94,02:39 AM,Saturday,18-24,Female,UK,1953,674,1359,3.5,Summer,Low,Similar History G,TV Ads,16853
155,Movie,Nature,8/18/2024,07:30 AM,Sunday,101,71565,31,02:38 AM,Sunday,25-34,Male,Canada,571,458,296,4.6,Summer,Medium,Similar Sci-Fi E,TV Ads,14399
156,Movie,Fantasy,07-06-2024,03:12 PM,Monday,180,65968,73,07:43 PM,Friday,18-24,Female,Italy,1599,767,1321,2.7,Summer,Low,Similar Thriller H,30% off,14195
157,Movie,Thriller,8/28/2024,06:40 PM,Saturday,131,88909,82,09:46 PM,Saturday,35-44,Female,Canada,2525,506,890,4.3,Summer,High,Similar Romance F,Online Ads,8305
158,Movie,Nature,9/13/2024,02:14 AM,Friday,157,81009,129,11:01 PM,Saturday,25-34,Male,Italy,989,1422,1487,2.8,Fall,Low,Similar History G,Social Media,14832
159,Movie,Nature,08-05-2024,06:58 PM,Friday,137,31339,61,11:06 PM,Sunday,35-44,Female,UK,374,1000,652,1.3,Spring,Low,Similar Romance F,Online Ads,16059
160,Documentary,Nature,8/24/2024,06:50 AM,Saturday,104,13095,77,04:13 PM,Tuesday,35-44,Male,Canada,118,527,360,4.1,Spring,Low,Similar Series B,Social Media,4011
161,Series,Drama,09-12-2024,08:06 AM,Monday,497,13550,117,08:12 AM,Friday,18-24,Female,France,1499,1267,837,3,Summer,High,Similar Doc C,Online Ads,4388
162,Documentary,Drama,09-02-2024,10:28 AM,Thursday,115,69302,58,01:18 AM,Saturday,18-24,Female,France,674,1057,1194,1.1,Summer,Low,Similar Series B,30% off,19823
163,Documentary,Fantasy,09-08-2024,02:51 AM,Monday,88,5903,53,02:13 PM,Sunday,35-44,Female,USA,756,748,241,2,Summer,Low,Similar Action D,Online Ads,5842
164,Movie,History,07-12-2024,08:17 PM,Tuesday,98,4915,41,10:19 PM,Friday,45-54,Male,UK,817,321,211,4.4,Summer,High,Similar Action D,30% off,14327
165,Series,Thriller,8/26/2024,05:36 AM,Wednesday,1116,68944,133,08:19 AM,Saturday,25-34,Male,UK,2764,341,236,1.4,Winter,High,Similar Movie A,TV Ads,36
166,Documentary,History,08-11-2024,09:49 PM,Friday,120,76865,38,12:07 AM,Saturday,25-34,Male,Australia,1036,1673,1441,2,Winter,Medium,Similar Thriller H,Print Media,5966
167,Movie,Romance,8/19/2024,10:15 AM,Wednesday,90,77643,39,03:51 AM,Sunday,25-34,Male,USA,1810,977,1471,1.4,Spring,High,Similar Romance F,TV Ads,11815
168,Documentary,Drama,08-10-2024,03:26 PM,Wednesday,105,47246,46,07:02 PM,Tuesday,25-34,Female,USA,2337,1570,900,3,Summer,Low,Similar Movie A,Online Ads,6799
169,Series,Fantasy,7/22/2024,02:25 PM,Friday,485,30903,94,03:01 AM,Friday,18-24,Female,India,1785,238,107,4.4,Summer,Low,Similar Action D,Online Ads,8971
170,Documentary,Action,8/24/2024,05:40 PM,Friday,102,55117,30,09:34 PM,Saturday,25-34,Male,India,1944,1512,1341,3.3,Fall,High,Similar Movie A,30% off,16886
171,Movie,Fantasy,8/24/2024,12:29 PM,Tuesday,127,63037,65,02:29 AM,Sunday,45-54,Female,UK,1889,656,95,4.6,Fall,Low,Similar Doc C,Social Media,16743
172,Documentary,History,8/15/2024,06:07 AM,Tuesday,62,67777,36,02:06 AM,Friday,18-24,Male,Australia,1974,1265,330,4.2,Winter,High,Similar Movie A,Print Media,2774
173,Documentary,Romance,7/27/2024,10:05 PM,Saturday,120,90961,61,03:04 PM,Saturday,35-44,Female,Italy,1028,1608,1131,1,Summer,Low,Similar Doc C,30% off,3319
174,Movie,Action,7/27/2024,05:30 AM,Thursday,173,6476,78,01:34 AM,Sunday,18-24,Female,Germany,1169,1619,107,3.2,Fall,Medium,Similar Series B,Social Media,11472
175,Series,Comedy,7/16/2024,01:22 AM,Friday,1155,97319,46,02:57 AM,Friday,18-24,Male,India,519,860,80,1,Spring,Low,Similar Romance F,Email Campaign,8569
176,Movie,Fantasy,8/28/2024,02:00 AM,Wednesday,133,95714,66,09:12 PM,Saturday,25-34,Female,Italy,2592,111,92,3.5,Winter,Medium,Similar Thriller H,Email Campaign,9403
177,Movie,Action,8/24/2024,08:26 AM,Monday,170,67821,42,03:58 AM,Saturday,35-44,Female,Germany,2219,54,124,3.7,Summer,Low,Similar Romance F,30% off,15712
178,Series,Fantasy,08-10-2024,09:52 PM,Monday,1144,4795,68,06:53 PM,Sunday,35-44,Male,USA,765,57,954,3.7,Fall,Low,Similar Thriller H,Social Media,2767
179,Documentary,Romance,7/25/2024,02:43 AM,Wednesday,56,87094,31,08:38 AM,Tuesday,35-44,Male,Germany,1509,479,336,1.8,Spring,Low,Similar Romance F,Email Campaign,8705
180,Series,Fantasy,08-05-2024,03:18 PM,Thursday,358,40974,59,08:24 PM,Friday,18-24,Male,Germany,289,1141,185,3,Spring,Medium,Similar Movie A,Social Media,4813
181,Movie,Action,8/25/2024,10:09 PM,Monday,185,58453,101,07:13 PM,Saturday,25-34,Female,Australia,1347,1310,327,4.7,Winter,Medium,Similar Series B,30% off,7254
182,Movie,Action,7/16/2024,04:18 AM,Friday,183,50532,98,06:13 PM,Sunday,25-34,Male,Germany,1719,1537,143,3.9,Spring,Medium,Similar Romance F,Social Media,1762
183,Documentary,History,8/18/2024,04:27 PM,Tuesday,47,91373,35,03:13 PM,Friday,25-34,Male,UK,2553,192,887,1.3,Fall,High,Similar Doc C,TV Ads,19345
184,Series,Drama,08-01-2024,12:05 PM,Sunday,661,47418,28,08:18 AM,Saturday,25-34,Male,UK,2513,1107,1395,2,Spring,High,Similar Movie A,Social Media,10703
185,Documentary,Romance,7/27/2024,12:37 PM,Saturday,114,27884,75,10:58 PM,Saturday,35-44,Female,India,1337,162,60,4.6,Spring,High,Similar Action D,TV Ads,7615
186,Documentary,Thriller,08-07-2024,09:36 PM,Wednesday,78,67159,31,12:36 PM,Sunday,35-44,Male,USA,1311,1344,827,1.3,Winter,High,Similar History G,Online Ads,8406
187,Documentary,History,07-09-2024,02:35 PM,Wednesday,51,2058,36,06:57 AM,Tuesday,25-34,Female,Italy,1236,763,1120,1,Summer,High,Similar Romance F,TV Ads,12705
188,Series,History,7/22/2024,01:24 AM,Friday,1187,32234,30,05:13 PM,Friday,18-24,Male,UK,1524,1981,475,4.6,Fall,Medium,Similar Doc C,Print Media,1886
189,Documentary,Drama,8/28/2024,11:51 PM,Monday,86,80983,54,02:37 PM,Saturday,18-24,Female,UK,571,1907,435,4.3,Fall,Medium,Similar Action D,30% off,9776
190,Movie,Fantasy,7/30/2024,11:11 AM,Thursday,199,26695,106,04:16 AM,Sunday,45-54,Female,USA,257,1306,1499,3,Fall,High,Similar Sci-Fi E,Online Ads,4342
191,Series,Sci-Fi,09-03-2024,01:44 AM,Thursday,275,73628,119,06:38 PM,Friday,35-44,Male,France,2525,681,333,1.8,Winter,Medium,Similar Movie A,Print Media,3027
192,Documentary,Sci-Fi,7/26/2024,01:14 AM,Sunday,123,63718,58,02:23 AM,Saturday,18-24,Female,Canada,194,1140,610,3.7,Summer,High,Similar Series B,Email Campaign,11043
193,Documentary,Action,8/31/2024,09:24 PM,Thursday,76,89401,32,01:01 PM,Sunday,35-44,Female,Canada,965,1915,189,3.5,Fall,High,Similar Sci-Fi E,Online Ads,8438
194,Series,Nature,8/28/2024,03:54 AM,Tuesday,864,47324,102,03:16 PM,Friday,45-54,Male,Italy,202,578,620,1.6,Winter,Low,Similar History G,Social Media,5267
195,Movie,Drama,08-05-2024,07:35 PM,Wednesday,182,49310,56,09:54 PM,Saturday,25-34,Female,Canada,1852,1245,368,1.7,Summer,High,Similar Sci-Fi E,Email Campaign,17825
196,Series,Action,7/31/2024,10:29 PM,Sunday,432,27642,71,12:56 AM,Saturday,45-54,Male,Italy,2422,715,1058,3,Fall,Low,Similar Action D,Print Media,3044
197,Documentary,Comedy,07-10-2024,02:36 AM,Sunday,69,22310,54,11:17 PM,Sunday,18-24,Female,USA,2083,54,1442,3,Fall,Medium,Similar Action D,30% off,1339
198,Movie,Action,9/13/2024,09:48 AM,Friday,121,4942,40,09:01 PM,Tuesday,25-34,Male,UK,1755,1786,139,3.7,Winter,High,Similar Movie A,TV Ads,19719
199,Movie,History,7/26/2024,09:25 AM,Wednesday,193,31956,39,07:47 PM,Friday,45-54,Male,USA,2664,1491,620,3,Fall,Medium,Similar Romance F,Print Media,3887
200,Movie,Thriller,8/15/2024,02:49 AM,Tuesday,145,78159,69,05:54 AM,Saturday,45-54,Male,India,2141,938,1261,2.3,Fall,Medium,Similar History G,Email Campaign,3576
201,Documentary,Action,09-01-2024,12:22 AM,Thursday,78,71478,46,12:40 PM,Sunday,35-44,Male,Canada,2971,1003,294,2.9,Summer,Low,Similar History G,Social Media,17409
202,Series,Fantasy,8/24/2024,02:04 PM,Wednesday,454,82822,58,03:52 AM,Friday,25-34,Female,UK,46,1617,987,2.4,Fall,Medium,Similar Series B,30% off,15016
203,Series,Nature,8/13/2024,08:04 AM,Tuesday,746,91942,72,01:24 AM,Saturday,18-24,Male,UK,305,25,747,3,Spring,High,Similar Action D,Social Media,6354
204,Movie,Romance,7/30/2024,04:45 AM,Tuesday,126,59814,86,05:15 AM,Saturday,18-24,Male,India,2221,966,1239,4.2,Fall,Low,Similar Series B,Email Campaign,12983
205,Movie,Thriller,09-07-2024,05:27 AM,Wednesday,188,58857,94,05:29 AM,Sunday,25-34,Male,UK,2538,719,455,4,Winter,Medium,Similar Movie A,Online Ads,12973
206,Movie,Action,8/19/2024,11:07 PM,Monday,163,86351,133,03:27 AM,Tuesday,35-44,Male,USA,314,897,1372,3,Fall,Low,Similar History G,Email Campaign,10647
207,Documentary,Fantasy,7/25/2024,10:14 PM,Thursday,63,22896,53,06:50 PM,Friday,35-44,Female,France,2623,304,15,1,Fall,High,Similar Romance F,30% off,14067
208,Series,Comedy,7/23/2024,09:45 PM,Tuesday,257,94642,115,09:04 AM,Saturday,45-54,Female,USA,1799,241,365,3.8,Fall,Low,Similar History G,TV Ads,15400
209,Series,Action,07-05-2024,08:54 PM,Thursday,522,99019,26,12:09 AM,Sunday,35-44,Male,France,109,341,22,4.2,Summer,Low,Similar Action D,Print Media,9918
210,Series,Sci-Fi,08-07-2024,03:57 PM,Wednesday,493,80888,102,09:41 PM,Friday,18-24,Male,Canada,2823,1292,1148,2,Winter,Medium,Similar Movie A,Print Media,3421
211,Documentary,Thriller,8/30/2024,09:41 AM,Saturday,102,82310,83,07:56 AM,Saturday,25-34,Female,Italy,2821,1692,1433,3.5,Spring,Medium,Similar Thriller H,Print Media,14109
212,Documentary,Fantasy,08-05-2024,11:01 PM,Friday,76,94696,55,04:42 PM,Sunday,35-44,Female,USA,1595,1189,580,2.4,Spring,Low,Similar Thriller H,Email Campaign,888
213,Series,Romance,8/24/2024,07:32 PM,Monday,1090,98861,50,09:48 AM,Friday,45-54,Male,USA,142,31,368,3.6,Fall,High,Similar Movie A,Email Campaign,10942
214,Documentary,History,08-12-2024,04:58 PM,Friday,95,61113,31,10:24 AM,Saturday,18-24,Female,India,722,1253,999,4,Spring,Medium,Similar History G,Social Media,3070
215,Series,Fantasy,8/24/2024,05:01 AM,Thursday,987,67566,102,02:44 AM,Saturday,35-44,Female,UK,823,1258,903,3.4,Summer,High,Similar Doc C,Email Campaign,3498
216,Movie,Romance,9/14/2024,06:08 AM,Tuesday,105,93538,41,01:10 PM,Sunday,18-24,Male,Italy,820,594,8,3.1,Spring,Low,Similar Romance F,Email Campaign,17270
217,Series,Drama,07-04-2024,01:54 PM,Friday,851,44614,124,07:26 PM,Tuesday,45-54,Male,USA,2064,1639,484,3.1,Spring,High,Similar Thriller H,Email Campaign,14830
218,Documentary,Drama,8/13/2024,11:14 PM,Tuesday,73,84334,46,05:28 PM,Friday,25-34,Female,USA,1747,566,759,2,Spring,Low,Similar Doc C,Print Media,18275
219,Movie,Action,8/18/2024,08:43 PM,Wednesday,129,82491,78,08:47 PM,Saturday,45-54,Female,Canada,656,980,95,2,Spring,Low,Similar Sci-Fi E,Social Media,12868
220,Documentary,History,07-08-2024,09:13 AM,Thursday,101,56059,50,08:48 PM,Sunday,35-44,Female,Germany,1461,1116,220,4.3,Summer,Low,Similar Romance F,Email Campaign,15241
221,Series,Thriller,7/28/2024,04:12 AM,Tuesday,797,70400,25,12:56 AM,Friday,45-54,Female,Germany,1941,1380,606,3.6,Winter,High,Similar Thriller H,Email Campaign,12487
222,Series,Nature,09-09-2024,06:01 AM,Thursday,577,41968,129,05:31 PM,Saturday,25-34,Female,Australia,1426,686,182,4.3,Fall,Medium,Similar Sci-Fi E,Social Media,11260
223,Movie,Action,07-05-2024,08:55 PM,Friday,198,65347,34,01:03 AM,Saturday,35-44,Male,Australia,2793,579,730,1,Spring,High,Similar Thriller H,Email Campaign,15251
224,Documentary,History,7/23/2024,10:12 PM,Monday,70,48004,48,01:03 PM,Sunday,45-54,Female,Australia,537,98,1477,1.4,Winter,Medium,Similar Series B,Email Campaign,12200
225,Series,Nature,08-03-2024,09:21 AM,Sunday,706,34934,49,03:42 AM,Tuesday,25-34,Male,France,1563,1092,459,3.4,Spring,Medium,Similar History G,Social Media,12733
226,Movie,Drama,8/25/2024,10:06 PM,Saturday,191,91659,76,07:17 AM,Friday,25-34,Female,France,84,1676,404,1.2,Fall,High,Similar Action D,Print Media,14994
227,Movie,Action,8/15/2024,12:57 AM,Saturday,108,59204,37,06:12 PM,Saturday,45-54,Female,Australia,2850,675,720,4.3,Spring,High,Similar Movie A,30% off,18472
228,Series,Fantasy,8/28/2024,06:05 AM,Monday,499,34463,86,11:17 AM,Sunday,25-34,Female,France,1938,412,426,3.9,Summer,High,Similar History G,Online Ads,5078
229,Series,Nature,8/18/2024,07:47 AM,Sunday,585,22665,117,07:35 AM,Friday,35-44,Male,Australia,2047,1776,1108,1.1,Spring,High,Similar Series B,Online Ads,7865
230,Series,History,8/15/2024,10:35 PM,Sunday,163,913,50,08:16 AM,Saturday,35-44,Male,India,1017,974,354,4.2,Summer,Low,Similar Series B,Print Media,8136
231,Documentary,Sci-Fi,09-07-2024,12:41 PM,Monday,83,41335,52,12:05 PM,Sunday,45-54,Female,UK,1538,934,472,3.2,Spring,High,Similar Movie A,Print Media,16517
232,Series,Sci-Fi,7/14/2024,08:17 AM,Saturday,308,34349,68,03:53 PM,Friday,25-34,Male,Australia,773,638,775,3.3,Fall,High,Similar Romance F,Email Campaign,1611
233,Documentary,Sci-Fi,8/16/2024,10:30 AM,Monday,77,27792,36,08:31 AM,Saturday,45-54,Male,USA,513,549,1486,1.5,Spring,Medium,Similar Movie A,Social Media,3296
234,Documentary,Sci-Fi,09-01-2024,10:40 AM,Monday,57,23087,35,07:27 AM,Saturday,25-34,Male,Germany,1892,551,577,3,Winter,Medium,Similar Sci-Fi E,30% off,10122
235,Movie,Drama,8/26/2024,07:58 PM,Friday,123,51605,42,11:55 AM,Sunday,35-44,Female,Canada,2269,417,65,3.8,Winter,Low,Similar Doc C,Online Ads,7983
236,Documentary,Drama,07-06-2024,08:31 PM,Monday,124,27605,31,07:35 PM,Tuesday,18-24,Male,Australia,1898,1451,1121,4.9,Winter,Medium,Similar Romance F,TV Ads,3114
237,Documentary,Romance,07-11-2024,06:13 AM,Saturday,110,62300,68,01:30 AM,Friday,35-44,Male,UK,1484,1815,104,2.8,Fall,High,Similar Movie A,30% off,18910
238,Series,Fantasy,7/23/2024,12:11 AM,Wednesday,1055,86671,37,02:44 AM,Saturday,35-44,Female,France,44,1964,710,4.2,Spring,High,Similar Thriller H,Social Media,1050
239,Movie,Thriller,09-08-2024,12:21 PM,Wednesday,91,16994,37,01:25 AM,Sunday,18-24,Female,Italy,1825,38,1425,2.7,Spring,High,Similar Action D,Email Campaign,2208
240,Documentary,Sci-Fi,8/17/2024,03:32 AM,Tuesday,78,72045,48,02:36 AM,Friday,18-24,Female,Germany,2822,1399,707,1.1,Fall,Low,Similar History G,TV Ads,1364
241,Movie,History,7/22/2024,04:52 PM,Saturday,192,8801,77,02:02 AM,Saturday,45-54,Female,Italy,1391,1781,652,4.6,Summer,Low,Similar Action D,TV Ads,18716
242,Documentary,History,8/28/2024,09:12 AM,Monday,47,13749,47,12:18 AM,Saturday,18-24,Male,France,2557,1420,881,4.4,Fall,Low,Similar Doc C,Social Media,1286
243,Documentary,Romance,7/21/2024,09:49 PM,Wednesday,64,78806,51,09:44 AM,Sunday,45-54,Male,Canada,220,33,844,1.4,Summer,Medium,Similar Doc C,TV Ads,7858
244,Movie,Romance,7/23/2024,02:53 PM,Sunday,166,17400,122,09:34 AM,Tuesday,18-24,Male,France,246,1894,1317,2.1,Spring,Medium,Similar Movie A,30% off,1731
245,Movie,Romance,09-02-2024,07:47 PM,Thursday,126,64004,33,01:25 PM,Friday,25-34,Male,Italy,417,1805,44,2,Winter,Low,Similar Series B,Online Ads,19529
246,Documentary,Comedy,07-11-2024,11:18 AM,Monday,114,86024,58,01:35 AM,Saturday,45-54,Female,USA,2748,723,46,4.3,Winter,Low,Similar Doc C,Online Ads,19058
247,Movie,Sci-Fi,08-05-2024,10:28 AM,Wednesday,159,26295,111,04:45 PM,Sunday,45-54,Male,India,1608,857,81,1.7,Fall,Low,Similar Doc C,30% off,13666
248,Documentary,Comedy,7/16/2024,06:57 PM,Sunday,82,10725,35,01:31 AM,Friday,18-24,Male,Canada,543,365,1017,2,Spring,Low,Similar Thriller H,30% off,10341
249,Series,Drama,09-05-2024,04:56 AM,Saturday,422,34358,84,01:51 AM,Saturday,45-54,Female,France,280,1667,169,1,Fall,High,Similar History G,Email Campaign,17706
250,Documentary,Romance,08-05-2024,07:38 PM,Saturday,69,61966,30,07:15 AM,Sunday,18-24,Female,Germany,146,1540,181,1.4,Fall,Medium,Similar Romance F,30% off,10379
251,Series,Thriller,7/31/2024,10:05 AM,Friday,778,71013,100,02:44 AM,Friday,18-24,Male,France,2396,1615,338,3.6,Summer,Medium,Similar Doc C,Social Media,9439
252,Documentary,Drama,07-04-2024,07:52 AM,Sunday,87,99939,46,12:37 AM,Saturday,25-34,Female,Canada,2340,1361,387,3,Summer,Medium,Similar Doc C,30% off,9665
253,Series,History,7/14/2024,04:45 PM,Monday,139,19955,68,08:22 AM,Saturday,25-34,Female,Canada,2676,1011,124,1,Summer,High,Similar Romance F,Print Media,17190
254,Documentary,Drama,7/29/2024,04:16 AM,Thursday,104,91393,71,03:11 PM,Sunday,25-34,Female,Italy,2401,1687,166,4.3,Spring,Medium,Similar Movie A,Print Media,11970
255,Movie,Sci-Fi,07-11-2024,01:21 AM,Saturday,119,36028,51,06:57 PM,Tuesday,25-34,Male,Germany,1564,700,997,2,Spring,High,Similar Series B,Email Campaign,5757
256,Series,Sci-Fi,8/24/2024,12:01 AM,Tuesday,1068,75436,87,05:45 AM,Friday,45-54,Male,UK,2574,16,1111,4.5,Summer,High,Similar Action D,Online Ads,8450
257,Series,Action,09-03-2024,09:54 AM,Tuesday,1178,77717,116,11:57 PM,Saturday,45-54,Female,Australia,2543,1556,469,1.9,Fall,High,Similar Doc C,30% off,1967
258,Series,Sci-Fi,07-08-2024,11:56 AM,Sunday,642,54958,63,03:31 AM,Sunday,25-34,Male,Germany,2229,1279,1330,2.5,Winter,Low,Similar Doc C,Online Ads,12084
259,Movie,Thriller,7/24/2024,04:53 AM,Monday,150,47866,47,04:31 AM,Friday,35-44,Male,Canada,1470,1607,1064,2.7,Winter,Medium,Similar History G,Social Media,12432
260,Series,Thriller,08-07-2024,01:33 PM,Friday,1032,7766,77,05:55 AM,Saturday,35-44,Male,Canada,2490,1692,1123,3.8,Winter,Low,Similar Doc C,Social Media,19863
261,Documentary,Fantasy,07-05-2024,05:18 PM,Monday,124,14585,84,11:29 AM,Saturday,45-54,Female,USA,2607,1287,1234,1.8,Summer,Low,Similar Doc C,TV Ads,13034
262,Movie,Nature,8/24/2024,12:20 PM,Wednesday,130,90655,43,07:30 PM,Sunday,18-24,Male,Germany,489,1830,15,4.7,Summer,Low,Similar Romance F,TV Ads,16385
263,Movie,History,09-02-2024,06:09 AM,Sunday,117,61593,85,06:10 AM,Tuesday,18-24,Male,Italy,158,1995,267,2,Summer,Medium,Similar Romance F,TV Ads,17757
264,Documentary,Romance,7/17/2024,03:04 AM,Monday,100,47986,44,06:09 PM,Friday,25-34,Female,France,1876,623,908,1,Fall,Medium,Similar Action D,Print Media,16888
265,Series,Sci-Fi,08-10-2024,01:38 PM,Sunday,725,86346,114,05:03 PM,Saturday,25-34,Male,France,2079,557,1064,2.9,Summer,Medium,Similar Sci-Fi E,Social Media,10870
266,Documentary,Comedy,7/20/2024,08:11 PM,Friday,91,52725,33,04:42 AM,Sunday,25-34,Female,France,2237,803,238,4.3,Fall,High,Similar History G,Social Media,13040
267,Movie,Action,7/16/2024,11:47 PM,Monday,143,51673,66,07:03 AM,Friday,35-44,Female,UK,1020,1801,724,3.3,Winter,Medium,Similar Series B,Social Media,15457
268,Movie,Comedy,8/24/2024,09:30 AM,Wednesday,109,96401,61,03:18 AM,Saturday,25-34,Female,UK,2095,1772,652,4.9,Spring,Low,Similar Sci-Fi E,TV Ads,18050
269,Series,Drama,9/14/2024,07:41 PM,Friday,165,39601,89,03:47 AM,Sunday,35-44,Female,Canada,1532,234,1168,2.4,Fall,High,Similar Romance F,Online Ads,7116
270,Documentary,Drama,7/16/2024,06:27 PM,Friday,70,6729,46,05:50 AM,Friday,45-54,Male,USA,2203,1425,886,4.4,Fall,High,Similar Romance F,Email Campaign,12596
271,Documentary,Drama,08-07-2024,04:30 PM,Sunday,79,37753,55,02:48 PM,Saturday,18-24,Female,USA,1813,1555,82,1.8,Summer,High,Similar Doc C,30% off,5050
272,Series,Sci-Fi,09-12-2024,04:26 PM,Tuesday,289,31924,94,05:39 PM,Saturday,25-34,Male,Germany,831,1451,748,1,Spring,Medium,Similar Thriller H,Online Ads,16574
273,Documentary,History,7/22/2024,01:11 AM,Sunday,96,75945,37,11:22 AM,Sunday,18-24,Female,Canada,72,1948,808,3.6,Summer,Low,Similar Romance F,TV Ads,2587
274,Series,Sci-Fi,7/27/2024,11:29 AM,Wednesday,257,92488,59,11:59 AM,Tuesday,45-54,Male,Italy,2321,1051,678,2.6,Spring,Medium,Similar Sci-Fi E,TV Ads,4803
275,Series,Romance,08-12-2024,01:54 AM,Sunday,813,91742,114,01:17 AM,Friday,18-24,Male,India,783,717,315,2.4,Fall,High,Similar Doc C,TV Ads,16117
276,Documentary,Sci-Fi,7/31/2024,10:23 AM,Monday,97,20164,54,07:58 PM,Saturday,35-44,Female,Australia,636,151,1084,3,Summer,Medium,Similar Romance F,30% off,3861
277,Movie,Sci-Fi,8/15/2024,07:18 AM,Sunday,182,25046,42,05:11 AM,Sunday,18-24,Female,France,2246,623,1043,3.2,Spring,Low,Similar History G,Email Campaign,19582
278,Documentary,Romance,8/13/2024,06:37 AM,Thursday,71,7077,41,01:34 AM,Friday,35-44,Male,Canada,617,93,793,3.4,Spring,High,Similar Thriller H,TV Ads,446
279,Movie,Romance,8/23/2024,10:06 PM,Thursday,160,52522,103,07:36 AM,Saturday,45-54,Female,Italy,2264,1710,968,4.9,Spring,Medium,Similar History G,Print Media,4067
280,Documentary,Thriller,8/30/2024,04:38 PM,Monday,103,99483,38,03:39 PM,Saturday,45-54,Female,UK,2218,1128,1462,1.4,Fall,High,Similar Doc C,Social Media,15925
281,Series,Action,8/13/2024,01:49 PM,Saturday,986,39800,46,09:19 PM,Sunday,35-44,Female,India,2993,1343,1223,1.8,Summer,Medium,Similar Series B,TV Ads,17539
282,Movie,Romance,07-11-2024,02:47 AM,Friday,167,80562,68,10:28 AM,Tuesday,35-44,Male,France,1174,1082,970,3.6,Spring,High,Similar History G,Print Media,12302
283,Documentary,Comedy,07-10-2024,06:37 AM,Thursday,95,86310,51,02:23 PM,Friday,35-44,Male,India,2971,923,1013,3.6,Winter,High,Similar Series B,Online Ads,14938
284,Documentary,Sci-Fi,08-12-2024,02:37 AM,Tuesday,67,36599,53,06:44 PM,Saturday,18-24,Female,USA,826,166,332,1.7,Winter,Medium,Similar History G,TV Ads,14119
285,Series,Sci-Fi,07-01-2024,05:23 PM,Wednesday,565,67489,133,02:59 AM,Sunday,45-54,Female,India,999,179,1209,1.5,Spring,Medium,Similar Sci-Fi E,Email Campaign,12177
286,Movie,Fantasy,8/14/2024,03:35 AM,Friday,105,81862,31,10:34 PM,Friday,35-44,Male,India,2694,194,677,4.1,Summer,High,Similar Movie A,30% off,13649
287,Documentary,Comedy,8/25/2024,09:22 PM,Monday,78,56914,43,04:33 AM,Saturday,25-34,Female,Canada,1152,1083,362,3.6,Winter,High,Similar Series B,Online Ads,17780
288,Movie,Comedy,7/26/2024,07:05 AM,Thursday,112,98485,51,01:17 PM,Sunday,45-54,Male,Germany,2087,1853,438,2.3,Summer,Medium,Similar Thriller H,30% off,11052
289,Series,Sci-Fi,09-03-2024,10:59 AM,Sunday,1040,47607,56,03:13 AM,Friday,45-54,Female,UK,1630,449,504,1,Summer,High,Similar Romance F,Print Media,14114
290,Series,Fantasy,8/22/2024,08:38 AM,Thursday,756,87496,80,02:52 AM,Saturday,45-54,Female,UK,2027,1983,804,1.3,Spring,Medium,Similar Series B,Social Media,17651
291,Series,Romance,8/21/2024,04:10 AM,Saturday,1183,18401,51,11:38 AM,Saturday,35-44,Male,Germany,930,1075,1395,2.7,Spring,Low,Similar Thriller H,Social Media,19350
292,Documentary,Comedy,8/28/2024,03:33 PM,Sunday,97,55635,49,07:19 PM,Sunday,25-34,Female,UK,96,1602,845,1.4,Fall,High,Similar Series B,TV Ads,892
293,Series,Thriller,8/30/2024,11:45 AM,Sunday,266,75641,38,03:13 AM,Tuesday,45-54,Female,USA,2192,1678,739,3.4,Summer,Low,Similar Action D,Online Ads,9629
294,Documentary,Thriller,08-09-2024,11:17 AM,Saturday,110,26733,74,06:39 AM,Friday,18-24,Male,India,1480,789,36,4.8,Winter,Medium,Similar Thriller H,Social Media,8659
